StudyID,ArticleCounter,ExperimentCounter,No.,CoderID,ArticleID,StudyNo,StudyType,Experimental_Drug,Manipulation,EffectSizeID,Year,PublicationStatus,PublicationType,Journal,Title,Author,CorrespondenceEmail,DOI,ArticleSource,CountryofOrigin,Continent,SampleNo,SampleSize,Female,FemaleRatio,MeanAge,StudyDesign,IBASampleInfo,IBASampleRandomization,IBAInclusion,IBAExclusion,IBAManipulationInfo,IBADVInfo,IBABaselineTraumaHistory,IBADiaryCodingReliability,IBAAnalysisPlan,IBAPeerReviewed,IBATraumaManipulationCheck,TotalIBAScore,StatExtracted,ExperimentalCondition,Level1_ExperimentalCondition,Intrusion_Predicted_Direction,ComparisonCondition,Level1_ComparisonCondition,Level2_final,Level3_Type_final,Level3_Task_Instruction_final,ComparisonType,ExperimentalConditionSampleSize,ComparisonConditionSampleSize,StudySampleSize,TimeOfManipulation,TraumaInductionStimuli,EncodingTask,StimuliNo.,StimuliDuration,DependentVariables,DependentVariablesType,DVTask,ModeOfMeasurement,TimeOfMeasurement,MeasurementDuration,Intrusion_Retro_or_RealTime,Intrusion_Content,ManipulationBeneficial,ResultSummary,PhysioMeasures,ClinicalSymptomMeasures,VoluntaryMemoryMeasure,VoluntaryMemoryDirection,Experimental_Mean,Experimental_SE,Experimental_SD,Comparison_Mean,Comparison_SE,Comparison_SD,GroupDifference,T-test,Z-test,pvalue,EffectSize,EffectSizeType,Notes,Mo_Windy_Common,Notes_fromWindy,DirectionSign,DirectionSignMo,TraumaStimuliType,Physio_binary,Level3_Beh_Pharma_Neuro,Level3_Direct_Indirect,Level3_Imagery_Verbal_Emotion_Other,Level3_Task_Instruction
93,,,369,SZ,79,1,Behavioural,NA,Verbal task during encoding,369,2010,Published,Journal Article,Journal of Anxiety Disorders,I see what you're saying: intrusive images from listening to a traumatic verbal report,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1016/j.janxdis.2009.09.009,Web of Science,Netherlands,Europe,3,86,60,0.697674419,22.01,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 137, Table 2",Verbal interference task during encoding (articulatory suppression),Number counting,Unspecified,No-task,No-Task,Number counting,Indirect Verbal,Task,No-Task,31,28,59,Peri,?Verbal report of trauma film,?Lisen to verbal report of trauma film,4,11min42s,Intrusion Frequency,Involuntary memory,?Event-related diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Sensory/Verbal,Positive,?Intrusion frequency was also lower in the verbal interference condition compared to no task,NA,NA,Yes,Null,2.52,,2.55,4.57,,3.69,-2.05,?t(57) = 2.51,,0.02,0.66,Cohen's d,Contact Emily for sample size; sample size and trauma stimuli info provide by author via email,0,,,,Audio,No,Behavioural,Indirect,Verbal,Task
93,,,370,SZ,79,1,Behavioural,NA,Visualspatial task during encoding,370,2010,Published,Journal Article,Journal of Anxiety Disorders,I see what you're saying: intrusive images from listening to a traumatic verbal report,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1016/j.janxdis.2009.09.009,Web of Science,Netherlands,Europe,3,86,60,0.697674419,22.01,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 137, Table 2",Visualspatial interference task during encoding (shaping plasticine),Clay Modeling,Decrease,No-task,No-Task,Clay Modeling,Indirect Imagery,Task,No-Task,27,28,55,Peri,?Verbal report of trauma film,?Lisen to verbal report of trauma film,4,11min42s,Intrusion Frequency,Involuntary memory,?Intrusion provocation task was,Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Sensory/Verbal,Positive,?Intrusion frequency was significantly lower in the visuospatial interference condition compared to the no-task control condition,NA,NA,Yes,Null,1.78,,1.45,3.54,,2.94,-1.76,?corrected t(39.74) = 2.83,,.01 (one-tailed),0.8,Cohen's d,Contact Emily for sample size; sample size and trauma stimuli info provide by author via email,0,,,,Audio,No,Behavioural,Indirect,Imagery,Task
93,,,371,SZ,79,1,Behavioural,NA,Verbal task during encoding,371,2010,Published,Journal Article,Journal of Anxiety Disorders,I see what you're saying: intrusive images from listening to a traumatic verbal report,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1016/j.janxdis.2009.09.009,Web of Science,Netherlands,Europe,3,86,60,0.697674419,22.01,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 137, Table 2",Verbal interference task during encoding (articulatory suppression),Number counting,Unspecified,No-task,No-Task,Number counting,Indirect Verbal,Task,No-Task,31,28,59,Peri,?Verbal report of trauma film,?Lisen to verbal report of trauma film,4,11min42s,Intrusion Frequency,Involuntary memory,?Intrusion provocation task was,Lab-based intrusion monitoring task,8th day post trauma film,2min,Real Time,Sensory/Verbal,Null,No group difference on lab intrusion frequency immediate between verbal interference condition and no-task condition,NA,NA,Yes,Null,2.42,,1.88,3.54,,2.94,-1.12,??corrected t(45.05) = 1.72,,0.09,Not provided,Not provided,Contact Emily for sample size; sample size and trauma stimuli info provide by author via email,0,,,,Audio,No,Behavioural,Indirect,Verbal,Task
93,,,372,SZ,79,1,Behavioural,NA,Visualspatial task during encoding,372,2010,Published,Journal Article,Journal of Anxiety Disorders,I see what you're saying: intrusive images from listening to a traumatic verbal report,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1016/j.janxdis.2009.09.009,Web of Science,Netherlands,Europe,3,86,60,0.697674419,22.01,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 137, Table 2",Visualspatial interference task during encoding (shaping plasticine),Clay Modeling,Decrease,No-task,No-Task,Clay Modeling,Indirect Imagery,Task,No-Task,27,28,55,Peri,?Verbal report of trauma film,?Lisen to verbal report of trauma film,4,11min42s,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Not provided,Not provided,NA,NA,Yes,Null,3.7,,3.58,5.11,,2.53,-1.41,Not provided,,Not provided,Not provided,Not provided,Contact Emily for sample size; sample size and trauma stimuli info provide by author via email,0,,,,Audio,No,Behavioural,Indirect,Imagery,Task
93,,,373,SZ,79,1,Behavioural,NA,Verbal task during encoding,373,2010,Published,Journal Article,Journal of Anxiety Disorders,I see what you're saying: intrusive images from listening to a traumatic verbal report,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1016/j.janxdis.2009.09.009,Web of Science,Netherlands,Europe,3,86,60,0.697674419,22.01,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,"page 137, Table 2",Verbal interference task during encoding (articulatory suppression),Number counting,Unspecified,No-task,No-Task,Number counting,Indirect Verbal,Task,No-Task,31,28,59,Peri,?Verbal report of trauma film,?Lisen to verbal report of trauma film,4,11min42s,IES Intrusion subscale score,Intrusion symptoms,IES (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Not provided,Not provided,NA,NA,Yes,Null,4.16,,3.23,5.11,,2.53,-0.95,Not provided,,Not provided,Not provided,Not provided,Contact Emily for sample size; sample size and trauma stimuli info provide by author via email,0,,,,Audio,No,Behavioural,Indirect,Verbal,Task
94,1,1,374,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,374,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Pre-extinction scrambled CS,Extinction,Trauma reminder,Direct Imagery,Task,Experimental Task,56,36,92,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Intrusion Frequency,Involuntary memory,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of intrusion frequency,"cortisol, sAA",STAI-S,No,NA,0.96,Not provided,1.57,1.24,Not provided,1.83,-0.28,Not provided,NA,Not provided,Not provided,Not provided,,1,Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
94,,,375,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,375,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Pre-extinction negative CS,Trauma reminder + Extinction,Neutral vs. Negative trauma reminder,Direct Imagery,Task,Experimental Task,56,39,95,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Intrusion Frequency,Involuntary memory,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of intrusion frequency,"cortisol, sAA",STAI-S,No,NA,0.96,Not provided,1.57,1.31,Not provided,1.63,-0.35,Not provided,NA,Not provided,Not provided,Not provided,,1,Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
94,,,376,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,376,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Delayed-extinction neutral CS,Trauma reminder + Extinction,Timing of trauma reminder,Direct Imagery,Task,Experimental Task,56,42,98,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Intrusion Frequency,Involuntary memory,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of intrusion frequency,"cortisol, sAA",STAI-S,No,NA,0.96,Not provided,1.57,1,Not provided,1.41,-0.04,Not provided,NA,Not provided,Not provided,Not provided,,1,Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
94,,,377,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,377,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Pre-extinction scrambled CS,Extinction,Trauma reminder,Direct Imagery,Task,Experimental Task,56,36,92,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Maximum distress,Emotion,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of emotional distress,"cortisol, sAA",STAI-S,No,NA,2.11,Not provided,1.53,2.07,Not provided,1.41,0.04,Not provided,NA,Not provided,Not provided,Not provided,,1,Maximum of distress; Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
94,,,378,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,378,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Pre-extinction negative CS,Trauma reminder + Extinction,Neutral vs. Negative trauma reminder,Direct Imagery,Task,Experimental Task,56,39,95,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Maximum distress,Emotion,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of emotional distress,"cortisol, sAA",STAI-S,No,NA,2.11,Not provided,1.53,1.94,Not provided,1.45,0.17,Not provided,NA,Not provided,Not provided,Not provided,,1,Maximum of distress; Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
94,,,379,MMV & SZ,80,1,Behavioural,NA,Neutral cue reactivation before extinction,379,2017,Unpublished,Dissertation,NA,reducing intrusive memories of real-world stimuli via memory reconsolidation,"Marks, Elizabeth H.",NA,NA,PsycInfo & ProQuest,USA,North America,4,173,98,0.566474,19.27,Between-subject,1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133",Pre-extinction neutral CS,Trauma reminder + Extinction,Decrease,Delayed-extinction neutral CS,Trauma reminder + Extinction,Timing of trauma reminder,Direct Imagery,Task,Experimental Task,56,42,98,Delayed Post,Trauma Film,Trauma Film,1,10 minutes,Maximum distress,Emotion,Telephone call,Self-report questionnaire,3rd day post trauma film,NA,Retrospective,Sensory/Thought Combined,Null,Both conditions did not significantly in terms of emotional distress,"cortisol, sAA",STAI-S,No,NA,2.11,Not provided,1.53,1.85,Not provided,1.32,0.26,Not provided,NA,Not provided,Not provided,Not provided,,1,Maximum of distress; Using telephone assessment,,,Film,Yes,Behavioural,Direct,Imagery,Task
95,1,1,380,SZ,81,1,Behavioural,NA,?Visuospatial movement task during encoding,380,2010,Published,Journal Article,Journal of Trauma and Dissociation,Motion effects on intrusion development,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1080/15299730903318483,Web of Science,Netherlands,Europe,3,54,34,0.62962963,21.75,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,page 79,Visuospatial movement task during encoding,Finger tapping,Decrease,No-task,No-Task,Finger tapping,Indirect Imagery,Task,No-Task,16,19,35,Peri,Trauma film,Trauma film,4,11min38s,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Positive,?Participants in the visuospatial tapping condition reported significantly fewer intrusive images of the film compared to participants in the no-task control condition,NA,NA,Yes,Negative,1.64,,1.86,4.28,,4.79,-2.64,?t(24.09) = 2.21,,0.02 (one-tailed),0.78,Cohen's d,Contact Emily for sample size; author provided info for sample size and trauma film duration,0,,,,Film,No,Behavioural,Indirect,Imagery,Task
95,,,381,SZ,81,1,Behavioural,NA,?Configurational movement task during encoding,381,2010,Published,Journal Article,Journal of Trauma and Dissociation,Motion effects on intrusion development,"Krans, Julie; Naring, Gerard; Holmes, Emily A.; Becker, Eni S.",?J.Krans@psych.ru.nl,10.1080/15299730903318483,Web of Science,Netherlands,Europe,3,54,34,0.62962963,21.75,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,page 79,Configurational movement task during encoding,Chewing gum,Unspecified,No-task,No-Task,Chewing gum,Indirect Other,Task,No-Task,19,19,38,Peri,Trauma film,Trauma film,4,11min38s,Intrusion Frequency,Involuntary memory,Intrusion Diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,?The difference between the configurational gum- chewing condition and the no-task control condition was not significant,NA,NA,Yes,Null,2.63,,1.61,4.28,,4.79,-1.65,?t(21.99) = 1.42,,0.17,Not provided,Not provided,Contact Emily for sample size; author provided info for sample size and trauma film duration,0,,,,Film,No,Behavioural,Indirect,Other,Task
96,1,,382,SZ,82,1,Pharmacological,Alcohol,Alcohol,382,2009,Published,Journal Article,Psychopharmacology,Acute effects of alcohol on the development of intrusive memories,"Bisby, James A.; Brewin, Chris R.; Leitz, Julie R.; Curran, H. Valerie",?j.bisby@ucl.ac.uk,10.1007/s00213-009-1496-5,Web of Science,England,Europe,3,48,24,0.5,24.167,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,page 660,High dose alcohol,High dose alcohol,Unspecified,Placebo,Placebo,High dose alcohol,Pharmacological,Task,Experimental Task,Not Provided,Not Provided,32,Pre,Trauma film,Trauma film,5,12.5min,Intrusion Frequency,Involuntary memory,Online diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,?The high-dose group was also found to report significantly fewer intrusive images than placebo,SCR; HR,NA,Yes,Negative,1.5,0.5,2,2.16,0.38,1.53,-0.66,?U= 76.50,,0.05,Not provided,Not provided,"Statistics extracted from Figure 1, assuming equal sample size",0,?Mann?VWhitney U,,,Film,Yes,Pharmacological,NA,NA,NA
96,,,383,SZ,82,1,Pharmacological,Alcohol,Alcohol,383,2009,Published,Journal Article,Psychopharmacology,Acute effects of alcohol on the development of intrusive memories,"Bisby, James A.; Brewin, Chris R.; Leitz, Julie R.; Curran, H. Valerie",?j.bisby@ucl.ac.uk,10.1007/s00213-009-1496-5,Web of Science,England,Europe,3,48,24,0.5,24.167,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,page 660,Low dose alcohol,Low dose alcohol,Unspecified,Placebo,Placebo,Low dose alcohol,Pharmacological,Task,Experimental Task,Not Provided,Not Provided,32,Pre,Trauma film,Trauma film,5,12.5min,Intrusion Frequency,Involuntary memory,Online diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Negative,?Low-dose group reported more intrusive images than  placebo group,SCR; HR,NA,Yes,Null,4.53,1,4.01,2.16,0.38,1.53,2.37,?U=71.50,,0.05,Not provided,Not provided,"Statistics extracted from Figure 1, assuming equal sample size",0,?Mann?VWhitney U,,,Film,Yes,Pharmacological,NA,NA,NA
96,,,384,SZ,82,1,Pharmacological,Alcohol,Alcohol,384,2009,Published,Journal Article,Psychopharmacology,Acute effects of alcohol on the development of intrusive memories,"Bisby, James A.; Brewin, Chris R.; Leitz, Julie R.; Curran, H. Valerie",?j.bisby@ucl.ac.uk,10.1007/s00213-009-1496-5,Web of Science,England,Europe,3,48,24,0.5,24.167,Between-subject,1,1,1,1,1,1,1,0,1,1,1,10,page 660,Low dose alcohol,Low dose alcohol,Unspecified,High dose alcohol,High dose alcohol,Low vs. High Alcohol,Pharmacological,Task,Experimental Task,Not Provided,Not Provided,32,Pre,Trauma film,Trauma film,5,12.5min,Intrusion Frequency,Involuntary memory,Online diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Positive,?Low-dose group reported more intrusive images than high-dose group,SCR; HR,NA,Yes,Mixed,4.53,1,4.01,1.5,0.5,2,3.03,?U=51.50,,<0.01,Not provided,Not provided,"Statistics extracted from Figure 1, assuming equal sample size",0,?Mann?VWhitney U,,,Film,Yes,Pharmacological,NA,NA,NA
97,1,1,385,MMV,83,1,Behavioural,NA,Past verbal training,385,2019,Published,Journal Article,BEHAVIOUR RESEARCH AND THERAPY,spatio-temporal associations with memory cues are linked to analogue traumatic intrusions,"Meyer, Thomas; Ikani, Nessa; Morina, Nexhmedin",t.meyer@uni-muenster.de,10.1016/j.brat.2019.103481,Web of Science,Germany,Europe,2,96,73,0.760416667,22.4,Within-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 3, page 7",Past verbal training,Past verbal training,Decrease,Now verbal training,Now verbal training,Past vs. Now verbal training,Direct Verbal,Task,Experimental Task,96,96,96,Immediate Post,Trauma Film,Trauma Film,2,20 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image/Thought Combined,Null,Both conditions did not significantly in terms of intrusion frequency,NA,NA,No,NA,4.5,Not provided,5.7,4.6,Not provided,4.4,-0.1,Not provided,NA,Not provided,Not provided,Not provided,"reported intrusion frequency separately for total intrusions, image intrusion, thought intrusion~ which one to code. Mean and sd currently summed for two film clips as they were reported separately for each of the two conditions.",0,,,,Film,No,Behavioural,Direct,Verbal,Task
97,,,386,MMV,83,1,Behavioural,NA,Past verbal training,386,2019,Published,Journal Article,BEHAVIOUR RESEARCH AND THERAPY,spatio-temporal associations with memory cues are linked to analogue traumatic intrusions,"Meyer, Thomas; Ikani, Nessa; Morina, Nexhmedin",t.meyer@uni-muenster.de,10.1016/j.brat.2019.103481,Web of Science,Germany,Europe,2,96,73,0.760416667,22.4,Within-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 3, page 7",Past verbal training,Past verbal training,Decrease,Now verbal training,Now verbal training,Past vs. Now verbal training,Direct Verbal,Task,Experimental Task,96,96,96,Immediate Post,Trauma Film,Trauma Film,2,20 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusion frequency,NA,NA,No,NA,3.3,Not provided,3.6,3.5,Not provided,3.7,-0.2,Not provided,NA,Not provided,Not provided,Not provided,"reported intrusion frequency separately for total intrusions, image intrusion, thought intrusion~ which one to code. Mean and sd currently summed for two film clips as they were reported separately for each of the two conditions.",0,,,,Film,No,Behavioural,Direct,Verbal,Task
97,,,387,MMV,83,1,Behavioural,NA,Past verbal training,387,2019,Published,Journal Article,BEHAVIOUR RESEARCH AND THERAPY,spatio-temporal associations with memory cues are linked to analogue traumatic intrusions,"Meyer, Thomas; Ikani, Nessa; Morina, Nexhmedin",t.meyer@uni-muenster.de,10.1016/j.brat.2019.103481,Web of Science,Germany,Europe,2,96,73,0.760416667,22.4,Within-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 3, page 7",Past verbal training,Past verbal training,Decrease,Now verbal training,Now verbal training,Past vs. Now verbal training,Direct Verbal,Task,Experimental Task,96,96,96,Immediate Post,Trauma Film,Trauma Film,2,20 minutes,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Thought,Null,Both conditions did not significantly in terms of intrusion frequency,NA,NA,No,NA,2.9,Not provided,4.7,2.7,Not provided,3.4,0.2,Not provided,NA,Not provided,Not provided,Not provided,"reported intrusion frequency separately for total intrusions, image intrusion, thought intrusion~ which one to code. Mean and sd currently summed for two film clips as they were reported separately for each of the two conditions.",0,,,,Film,No,Behavioural,Direct,Verbal,Task
97,,,388,MMV,83,1,Behavioural,NA,Past verbal training,388,2019,Published,Journal Article,BEHAVIOUR RESEARCH AND THERAPY,spatio-temporal associations with memory cues are linked to analogue traumatic intrusions,"Meyer, Thomas; Ikani, Nessa; Morina, Nexhmedin",t.meyer@uni-muenster.de,10.1016/j.brat.2019.103481,Web of Science,Germany,Europe,2,96,73,0.760416667,22.4,Within-subject,1,1,1,1,1,1,0,0,1,1,1,9,"Table 3, page 7",Past verbal training,Past verbal training,Decrease,Now verbal training,Now verbal training,Past vs. Now verbal training,Direct Verbal,Task,Experimental Task,96,96,96,Immediate Post,Trauma Film,Trauma Film,2,20 minutes,Mean Emotional Distress,Emotion,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,NA,Null,Both conditions did not significantly in terms of emotional distress,NA,NA,No,NA,5.5,Not provided,4.4,5.4,Not provided,4.6,0.1,Not provided,NA,Not provided,Not provided,Not provided,"reported intrusion frequency separately for total intrusions, image intrusion, thought intrusion~ which one to code. Mean and sd currently summed for two film clips as they were reported separately for each of the two conditions.",0,,,,Film,No,Behavioural,Direct,Verbal,Task
97,,,389,MMV,83,1,Behavioural,NA,Past verbal training,389,2019,Published,Journal Article,BEHAVIOUR RESEARCH AND THERAPY,spatio-temporal associations with memory cues are linked to analogue traumatic intrusions,"Meyer, Thomas; Ikani, Nessa; Morina, Nexhmedin",t.meyer@uni-muenster.de,10.1016/j.brat.2019.103481,Web of Science,Germany,Europe,2,96,73,0.760416667,22.4,Within-subject,1,1,1,1,1,1,0,NA,1,1,1,9,"Table 3, page 7",Past verbal training,Past verbal training,Decrease,Now verbal training,Now verbal training,Past vs. Now verbal training,Direct Verbal,Task,Experimental Task,96,96,96,Immediate Post,Trauma Film,Trauma Film,2,20 minutes,IES-R Intrusion subscale score,Intrusion symptoms,IES-R (Intrusion subscale),Self-report questionnaire,8th day post trauma film,NA,Retrospective,NA,Null,Both conditions did not significantly in terms of intrusion subscale ies-r,NA,NA,No,NA,13.8,Not provided,12.6,14.9,Not provided,5.9,-1.1,Not provided,NA,Not provided,Not provided,Not provided,"reported intrusion frequency separately for total intrusions, image intrusion, thought intrusion~ which one to code. Mean and sd currently summed for two film clips as they were reported separately for each of the two conditions.",0,,,,Film,No,Behavioural,Direct,Verbal,Task
98,1,1,390,MMV & SZ,84,1,Behavioural,NA,Field perspective recall,390,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Field perspective recall,Field perspective recall,Increase,Observer perspective recall,Observer perspective recall,Field vs. Observer perspective recall,Direct Imagery,Task,Experimental Task,24,26,50,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Negative,Field perspective had more intrusions than observer perspective,NA,STAI-S,No,NA,5.48,Not provided,6.62,2.46,Not provided,7.36,3.02,Not provided,NA,0.01,Not provided,Not provided,"b=.80, X2 (1, N=77)=6.10 ",1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
98,,,391,MMV & SZ,84,1,Behavioural,NA,Observer perspective recall,391,2019,Published,Journal Article,Cognition and Emotion,vantage perspective in analogue trauma memories: an experimental study,"Mooren, Nora; Krans, Julie; Naring, Gerard; van Minnen, Agnes",n.mooren@uu.nl,10.1080/02699931.2018.1538010,Web of Science,Netherlands,Europe,3,85,85,1,21.27,Between-subject,1,0,1,1,1,1,1,0,1,1,1,9,"Table 1, page 1266",Observer perspective recall,Observer perspective recall,Unspecified,Neutral memory recall,Control (neutral memory recall),Observer perspective recall,Direct Imagery,Task,Experimental Task,26,27,53,Immediate Post,Eyewitness report of real-life road traffic accidents,Trauma analogue induction,4,11min 42s,Intrusion Frequency,Involuntary memory,Intrusion diary,Intrusion diary,Same day post trauma film,7 days,Real Time,Image,Null,Both conditions did not significantly in terms of intrusion frequency,NA,STAI-S,No,NA,2.46,Not provided,7.36,2.41,Not provided,3.2,0.05,Not provided,NA,0.95,Not provided,Not provided,"b = 0.22, X2(1, N = 77) = .005 ",1,"This paper, the intrusion includes both visual intrusions and visual+verbal intrusion. But the analysis only focused on the total (i.e., (only visual) + (visual+verbal combination)). In this case should we code them seprately?",,,Audio,No,Behavioural,Direct,Imagery,Task
